"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT03214978","Targeted-sequencing of PTC in Different Stages","PTC","Unknown status","No Results Available","Exploratory Study",,"types of mutation of targets genes in papillary thyroid carcinomas in different stages","Shanghai 6th People's Hospital","All","Child, Adult, Older Adult",,"80","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","LY-US-THY-001","July 30, 2017","December 1, 2017","December 31, 2017","July 12, 2017",,"July 12, 2017",,,"https://ClinicalTrials.gov/show/NCT03214978"
12,"NCT02336178","Safety and Efficacy of Benefix in Patients With Hemophilia B in Usual Care Settings in China",,"Completed","Has Results","HEMOPHILIA B","Drug: Benefix","Percentage of Participants Who Developed Factor IX Inhibitor|Number of Participants With Allergic Reactions|Number of Participants With Thrombotic Events|Number of Participants With Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)|Annualized Bleeding Rates (ABRs) in Participants Receiving Prophylaxis Treatment With BeneFIX During Their Prophylaxis Period|Number of Spontaneous/Non-traumatic Breakthrough Bleeds Within 48 Hours of a Prophylaxis Dose of BeneFIX|Annualized Bleeding Rates (ABRs) in Participants Receiving On-demand Treatment With BeneFIX During Their On-demand Period|Number of Infusions Resulted in the Following Response to On-demand Treatment of Bleeds: Excellent, Good, Moderate, no Response|Number of BeneFIX Infusions to Treat Each New Bleed|Average Infusion Dose and Total Factor IX Consumption in On-demand Setting|Average Infusion Dose and Total Factor IX Consumption in Prophylaxis Setting|Average Infusion Dose and Total Factor IX Consumption in Recovery Setting|Percentage of Infusions With Less Than Expected Therapeutic Effects (LETEs) in On-demand Setting|Percentage of Infusions With Less Than Expected Therapeutic Effects (LETEs) in Prophylaxis Setting","Pfizer","All","Child, Adult, Older Adult","Phase 4","70","Industry","Interventional","Masking: None (Open Label)|Primary Purpose: Treatment","B1821052|2016-000765-22","January 2015","July 2016","August 2016","January 12, 2015","May 4, 2017","May 4, 2017","Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong, China|The Affiliated Hospital of Guizhou Medical University, Guiyang, Guizhou, China|Henan Provincial People's Hospital, Zhengzhou, Henan, China|Tongji Hospital of Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China|Xiangya Hospital of Centre-South University, Changsha, Hunan, China|Department of Hematology,The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China|Department of Hematology,The Affiliated Hospital of Xuzhou Medical University, Xuzhou, Jiangsu, China|Department of Hematology,Jiangxi Provincial People's Hospital, Nanchang, Jiangxi, China|Blood Center of Shandong Province, Jinan, Shandong, China|Ruijin Hospital Affiliated to Shanghai JiaoTong University School of Medicine/Hematology Department, Shanghai, Shanghai, China|Shanxi Medical University Second Hospital, Taiyuan, Shanxi, China|Chengdu Women's and Children's Central Hospital, Chengdu, Sichuan, China|Blood Diseases Hospital, Chinese Academy of Medical Science (Institute of Hematology), Tianjin, Tianjin, China|Department of Hematology,The First Affiliated Hospital of Kunming Medical University, Kunming, Yunnan, China|Hematology Department,Beijing Children's Hospital, Capital Medical University, Beijing, China|Children's Hospital of Chongqing Medical University, Chongqing, China",,"https://ClinicalTrials.gov/show/NCT02336178"
13,"NCT00947193","Study of Ataluren (PTC124) in Hemophilia A and B",,"Terminated","Has Results","Hemophilia A|Hemophilia B","Drug: Ataluren","Number of Participants With a Plasma FVIII/FIX Activity Response at Day 14|Number of Participants With a Change From Baseline in Plasma Anti-FVIII/FIX Inhibitor Titers at Day 14|Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Treatment Emergent Serious Adverse Events (SAEs) by Severity and Relationship to Study Drug|Number of Participants With a Clinically Meaningful Abnormal Clinical Laboratory (Hematology, Adrenal Assays, Biochemistry, and Urinalysis) Parameters|Compliance With Ataluren Administration|Ataluren Plasma Exposure|Occurrence of Bleeding Episodes","PTC Therapeutics|Genzyme, a Sanofi Company","Male","18 Years and older   (Adult, Older Adult)","Phase 2","13","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-011-HEM","October 14, 2009","August 30, 2011","August 30, 2011","July 27, 2009","June 16, 2020","June 16, 2020","The Bleeding and Clotting Disorders Institute, Peoria, Illinois, United States|St. Vincent Indianapolis Hospital, Indianapolis, Indiana, United States|New England Hemophilia Center, Worcester, Massachusetts, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Vanderbilt Hemostatis and Thrombosis Clinic, Nashville, Tennessee, United States|Puget Sound Blood Center, Seattle, Washington, United States|St. Paul's Hospital, Vancouver, British Columbia, Canada|Hôpital Cardiologique, Lille Cedex, France|Hôpital Edouard Herriot, Lyon Cedex, France|Hôpital Necker Enfants Malades, Paris, France|Azienda Ospedaliero-Universitaria Careggi Viale G.B. Morgagni, Firenze, Italy|A.Bianchi Bonomi Hemophilia and Thrombosis Center, Milano, Italy",,"https://ClinicalTrials.gov/show/NCT00947193"
14,"NCT00508586","PTC299 and Hormonal Agent for Treatment of Metastatic Breast Cancer",,"Completed","No Results Available","Metastatic Breast Cancer","Drug: PTC299","Maximum Tolerated Dose (MTD) within the tested dose range.|Overall safety profile|Study drug compliance|Pharmacokinetics|Circulating angiogenic markers|Tumor perfusion as assessed by dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI)|Tumor metabolism as assessed by fluorodeoxyglucose positron emission tomography (FDG-PET)|Antitumor activity as assessed by computed tomography (CT) scans and tumor markers","PTC Therapeutics|United States Department of Defense","Female","18 Years and older   (Adult, Older Adult)","Phase 1","33","Industry|U.S. Fed","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC299-ONC-003-BRC|BC050203","November 2007","March 2012","March 2012","July 30, 2007",,"March 3, 2016","Indiana University Simon Cancer Center, Indianapolis, Indiana, United States|New York University Clinical Cancer Center, New York, New York, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00508586"
15,"NCT00704821","PTC299 for Treatment of Advanced Cancer",,"Terminated","No Results Available","Advanced Cancer","Drug: PTC299|Drug: Docetaxel","Maximum Tolerated Dose (MTD) of PTC299 within the tested dose range.|Number of Participants with Treatment Emergent Adverse Events (TEAEs) and Treatment Emergent Serious Adverse Events (SAEs)|Number of Participants With a Clinically Relevant Abnormal Clinical Laboratory Parameter|Number of Participants With a Clinically Significant Abnormal Electrocardiogram (ECG)|Number of Participants With a Dose-limiting Toxicity (DLT)|Change From Baseline in the Circulating Concentrations of Vascular Endothelial Growth Factor (VEGF)|Proportion of Participants With a VEGF Response|Change From Baseline in Ktrans|Area Under the Concentration Blood Normalized, 90 Seconds (AUCBN90) in a Target Tumor Lesion|Tumor Metabolism as Assessed by Fluorodeoxyglucose Positron Emission Tomography (FDG-PET)|Change From Baseline in Tumor Size|Proportion of Participants With an On-treatment Tumor Response|Change From Baseline in Tumor Marker Response","PTC Therapeutics","All","18 Years and older   (Adult, Older Adult)","Phase 1","76","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC299-ONC-004-AST","July 3, 2008","February 24, 2012","February 24, 2012","June 25, 2008",,"May 10, 2019","Memorial Sloan-Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00704821"
16,"NCT05103293","PTC Guiding Neoadjuvant Treatment in Breast Cancer",,"Not yet recruiting","No Results Available","Pathological Conditions, Signs and Symptoms","Diagnostic Test: patient-derived tumor-like cell clusters drug sensitivity test","pCR rate|objective response rate|2y-Disease free survival rate|5y-Disease free survival rate","Zhejiang Cancer Hospital","Female","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC-breastNAT","November 1, 2021","January 1, 2022","December 31, 2023","November 2, 2021",,"November 2, 2021",,,"https://ClinicalTrials.gov/show/NCT05103293"
17,"NCT03103672","Total Intravenous Anesthesia in Percutaneous Transhepatic Cholangiography",,"Unknown status","No Results Available","Percutaneous Transhepatic Cholangiography","Procedure: Percutaneous transhepatic cholangiography","Recovery time from anesthesia|Heart rate|Mean blood pressure","Inonu University","All","18 Years to 65 Years   (Adult, Older Adult)",,"60","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","2016/101","January 2, 2017","June 1, 2017","July 3, 2017","April 6, 2017",,"April 6, 2017",,,"https://ClinicalTrials.gov/show/NCT03103672"
18,"NCT04439071","A Study to Evaluate Efficacy and Safety of PTC299 (Emvododstat) in Hospitalized Participants With Coronavirus (COVID-19)","FITE19","Recruiting","No Results Available","Pneumonia|COVID-19|Coronavirus","Drug: PTC299|Other: SOC|Drug: Placebo","Time from Randomization to Respiratory Improvement|Percentage of Participants Requiring Invasive Ventilation|Percentage of Participants Requiring Supplemental Oxygen or Non-Invasive Ventilation in Participants who did not Require Supplemental Oxygen at Baseline|Time from Randomization to Defervescence in Participants Presenting With Fever at Enrollment (Temperature of ≥37.6℃ Axilla, ≥38.0℃ Oral, or ≥38.6°C Tympanic or Rectal)|Time from Randomization to Respiratory Rate ≤ 24 Breaths per Minute on Room Air|Time from Randomization to Cough Reported as Mild or Absent|Time from Randomization to Dyspnea Reported as Mild or Absent|Reduction of Immune Responses|Reduction in Viral Load|Duration of Hospitalization|Number of Mortalities|Number of Participants with Treatment-Emergent Adverse Events (TEAEs)","PTC Therapeutics","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","380","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PTC299-VIR-015-COV19|2020-001872-13","July 9, 2020","December 31, 2021","December 31, 2021","June 19, 2020",,"December 16, 2021","University of California, Irvine, Orange, California, United States|Augusta University, Augusta, Georgia, United States|Johns Hopkins Hospital, Baltimore, Maryland, United States|University of Massachusetts Memorial Health Care, Worcester, Massachusetts, United States|University Hospitals Cleveland, Cleveland, Ohio, United States|Ralph H. Johnson VA Medical Center, Charleston, South Carolina, United States|Westmead Hospital, Westmead, New South Wales, Australia|Monash Medical Centre, Clayton, Victoria, Australia|Sunshine Hospital, St. Albans, Victoria, Australia|St. Pierre University Hospital, Brussels, Belgium|Clinique Saint Pierre, Ottignies, Belgium|Hospital Vera Cruz, Belo Horizonte, MG, Brazil|Hospital Moinhos de Vento, Porto Alegre, RS, Brazil|Centro Hospitalar Unimed (CHU) - Joinville, Joinville, SC, Brazil|Hospital Guilherme Alvaro, Santos, SP, Brazil|Hospital Santa Casa de Misecórdia de Sorocoba, Sorocaba, SP, Brazil|Hospital Alemao Oswaldo Cruz, São Paulo, SP, Brazil|Escola Paulista de Medicina (UNIFESP), São Paulo, SP, Brazil|Fundação Faculdade Regional de Medicina de São José do Rio Preto, São Paulo, SP, Brazil|Fundación Santa Fe de Bogotá, Bogotá, Colombia|Centro Cardiovascular Somer Incare, Rionegro, Colombia|Hôpital Pitié-Salpêtrière, Paris, France|Centro Hospitalario MAC, Irapuato, Guanajuato, Mexico|Hospital Universitario Dr. José Eleuterio Gonzalez, Monterrey, Nuevo León, Mexico|Integra RGH Centro de Investigación/ Hospital MAC Puebla, Puebla, Mexico|SOMECO - Sociedad de Metabolismo y Corazón S.C., Veracruz, Mexico|Central Clinic Hospital of the MSWiA in Warsaw, Warsaw, Poland|Centro Hospitalar Universitário de Lisboa Norte (CHULN), E.P.E - Hospital de Santa Maria, Lisboa, Portugal|Centro Hospitalar de Entre o Douro e Vouga, EPE (CHEDV), Santa Maria da Feira, Portugal|Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE (CHVNG/E), Vila Nova de Gaia, Portugal|Worthwhile Clinical Trials, Benoni, South Africa|TREAD Research, Cape Town, South Africa|Tiervlei Trial Centre, Cape Town, South Africa|Ahmed Al-Kadi Private Hospital, Durban, South Africa|Global Clinical Trials, Pretoria, South Africa|Hospital Del Mar, Barcelona, Spain|Hospital Universitario de Bellvitge, Barcelona, Spain|Hospital Universitario Infanta Leonor, Madrid, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital 12 de Octubre, Madrid, Spain|Hospital Universitario Infanta Sofía, San Sebastián de los Reyes, Spain",,"https://ClinicalTrials.gov/show/NCT04439071"
19,"NCT02107859","Study of Ataluren (PTC124) in Cystic Fibrosis",,"Terminated","Has Results","Cystic Fibrosis","Drug: Ataluren","Number of Participants With Treatment-Emergent Adverse Events (TEAEs)|Number of Participants With Clinically Significant Laboratory Abnormalities|Change From Baseline in Percent Predicted Forced Expiratory Volume in 1 Second (FEV1) at the End of Treatment (Week 192), as Assessed by Spirometry|Percentage of Participants With Pulmonary Exacerbation, As Assessed by Modified Fuchs Criteria|Percentage of Participants With Pulmonary Exacerbation, As Assessed by Expanded Fuchs' Criteria|Percentage of Participants With Pulmonary Exacerbation, As Assessed by Classic Fuchs' Criteria|Change From Baseline in 12-Lead Electrocardiogram (ECG) Parameters at Final Visit (Week 196)|Change From Baseline in Heart Rate at Final Visit (Week 196), as Assessed by 12-Lead ECG|Change From Baseline in Vital Signs at Final Visit (Week 196)","PTC Therapeutics","All","6 Years and older   (Child, Adult, Older Adult)","Phase 3","61","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-023-CF|2013-005449-35","May 23, 2014","June 5, 2017","June 5, 2017","April 8, 2014","March 25, 2020","March 25, 2020","University of Alabama-Birmingham, Birmingham, Alabama, United States|Miller Children's Hospital Long Beach, Long Beach, California, United States|Denver Children's Hospital, Aurora, Colorado, United States|Children's Hospital Chicago, Chicago, Illinois, United States|Children's Hospital Boston, Boston, Massachusetts, United States|Beth Israel Medical Center, New York, New York, United States|Rainbow Babies & Children's Hospital, Cleveland, Ohio, United States|Hôpital Universitaire des Enfants Reine Fabiola, Brussels, Belgium|University Hospital Brussels, Brussels, Belgium|University Hospital Leuven, Leuven, Belgium|Hôpital Necker - Enfants Malades, Paris, France|Hôpital des Enfants, Toulouse, France|Hadassah University Hospital - Mount Scopus, Jerusalem, Israel|Università La Sapienza, Roma, Italy|Azienda Ospedaliera di Verona, Verona, Italy|Hospital Universitario La Paz, Madrid, Spain|Karolinska University Hospital, Huddinge, Stockholm, Sweden","""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/59/NCT02107859/SAP_000.pdf|""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/59/NCT02107859/Prot_001.pdf","https://ClinicalTrials.gov/show/NCT02107859"
20,"NCT02090959","An Extension Study of Ataluren (PTC124) in Participants With Nonsense Mutation Dystrophinopathy",,"Terminated","Has Results","Muscular Dystrophy, Duchenne|Muscular Dystrophies|Muscular Disorders, Atrophic|Muscular Diseases|Musculoskeletal Diseases|Neuromuscular Diseases|Nervous System Diseases|Genetic Diseases, X-Linked|Genetic Diseases, Inborn","Drug: Ataluren","Number of Participants With Treatment-Emergent Adverse Events (TEAEs)|Number of Participants With Abnormalities in Clinical Laboratory Parameters|Change From Baseline in 6MWD at Week 144|Change From Baseline in Time to Stand From Supine Position at Week 144|Change From Baseline in Time to Walk/Run 10 Meters at Week 144|Change From Baseline in Time to Climb 4 Stairs at Week 144|Change From Baseline in Time to Descend 4 Stairs at Week 144|Change From Baseline in Physical Function Total Score as Measured by NSAA at Week 144|Change From Baseline in PUL Total Score at Week 144|Change From Baseline in Percent Predicted FVC as Measured by Spirometry at Week 144|Change From Baseline in Percent Predicted FEV1 as Measured by Spirometry at Week 144|Change From Baseline in PEF as Measured by Spirometry at Week 144|Change From Baseline in PCF as Measured by Spirometry at Week 144|Change From Baseline in PODCI Transfers/Basic Mobility Score at Week 144|Number of Participants With Change From Baseline in Activities of Daily Living and Disease Status at Week 144, as Assessed by a Standardized Survey Administered by Site Personnel|Ataluren Plasma Concentration|Change From Baseline in Systolic and Diastolic Blood Pressure at Week 144|Change From Baseline in Pulse Rate at Week 144|Change From Baseline in Body Temperature at Week 144","PTC Therapeutics","Male","7 Years to 15 Years   (Child)","Phase 3","219","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-020e-DMD","March 20, 2014","June 12, 2018","June 12, 2018","March 19, 2014","August 11, 2020","August 11, 2020","University of California, Los Angeles, Los Angeles, California, United States|UC Davis Medical Center, Sacramento, California, United States|Stanford University Medical Center, Stanford, California, United States|Children's Hospital Colorado - Center for Cancer and Blood Disorders, Aurora, Colorado, United States|Child Neurology Center of Northwest Florida, Gulf Breeze, Florida, United States|Rush University Medical Center, Chicago, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Children's Hospital Boston, Boston, Massachusetts, United States|University of Minnesota, Minneapolis, Minnesota, United States|Washington University School of Medicine, Division of Endocrinology, Metabolism and Lipid Research, Saint Louis, Missouri, United States|Columbia University College of Physicians & Surgeons, New York, New York, United States|Children's Hospital Cincinnati, Cincinnati, Ohio, United States|Nationwide Children's Hospital, Columbus, Ohio, United States|Oregon Health & Science University, Portland, Oregon, United States|The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States|Childrens Medical Center Dallas, Texas, Dallas, Texas, United States|Texas Children's Hospital, Houston, Texas, United States|University of Utah, Salt Lake City, Utah, United States|Seattle Children's Hospital - Childhood Cancer and Blood Disorders, Seattle, Washington, United States|The Children's Hospital at Westmead, Westmead, New South Wales, Australia|The Royal Children's Hospital, Parkville, Victoria, Australia|UZ Leuven, Leuven, Belgium|Universidade Federal do Rio de Janeiro - Instituto de Puericultura e Pediatria Martagao Gesteira, Rio de Janeiro, Brazil|Sao Paulo University -HC/FMUSP, São Paulo, Brazil|Aleksandrovska Hospital, Sofia, Bulgaria|Alberta Children's Hospital, Calgary, Alberta, Canada|British Columbia Children's Hospital, Vancouver, British Columbia, Canada|Children's Hospital of Western Ontario, London, Ontario, Canada|Hospital Luis Calvo Mackenna, Santiago, Región Metropolitana, Chile|Hospital Clinico Universidad Catolica, Santiago, Chile|University Hospital Brno, Brno, Czechia|Motol University Hospital, Praha, Czechia|Hospital de la Timone, Marseille, France|CHU de Nantes, Nantes Cedex 1, France|Groupe Hospitalier Pitie-Salpetriere, Paris Cedex 13, France|Hopital Necker - Enfants Malades, Paris, France|Universitaetsklinikum Essen, Essen, Germany|University Medical Center Freiburg, Freiburg, Germany|Universitat Munchen - von Haunersche Kinder Clinic, Munchen, Germany|Hadassah University Hospital, Jerusalem, Israel|Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico di Milano, Milano, Italy|Bambino Gesu Hospital, Rome, Italy|U.O. Complessa di Neuropsichiatria Infantile, Rome, Italy|Policlinico Universitario G. Martino, Sicily, Italy|Seoul National University Hospital, Seoul, Korea, Republic of|Medical University of Warsaw, Warsaw, Poland|Hospital Sant Joan de Deu, Barcelona, Spain|Hospital Universitari i Politecnic la Fe, Valencia, Spain|Queen Silvia Children's Hospital, Goteburg, Sweden|Astrid Lindgren Childrens Hospital, Stockholm, Sweden|CHUV Lausanne, Lausanne, Switzerland|Hacettepe Childrens Hospital, Ankara, Turkey|Erciyes University Faculty of Medicine, Talas/Kayseri, Turkey|University College London Institute of Child Health, London, United Kingdom|Royal Manchester Children's Hospital, Manchester, United Kingdom|The Newcastle upon Tyne Hospitals, NHS Foundation Trust, Newcastle upon Tyne, United Kingdom","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/59/NCT02090959/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/59/NCT02090959/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT02090959"
21,"NCT00351078","PTC124 for the Treatment of Cystic Fibrosis",,"Completed","No Results Available","Cystic Fibrosis","Drug: PTC124","CFTR activity as assessed by nasal transepithelial potential difference (TEPD)|Side effects|Presence of CFTR protein and mRNA|Compliance with treatment|Lung function|Sputum test|PTC124 pharmacokinetics|Changes in CF symptoms|Changes in weight|Changes in cough","PTC Therapeutics","All","18 Years and older   (Adult, Older Adult)","Phase 2","19","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-005e-CF","December 2006","July 2007","July 2007","July 12, 2006",,"December 13, 2017","Hadassah University Hospital - Mount Scopus, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT00351078"
22,"NCT00847379","Phase 2B Extension Study of Ataluren (PTC124) in Duchenne/Becker Muscular Dystrophy (DMD/BMD)",,"Terminated","Has Results","Duchenne Muscular Dystrophy|Becker Muscular Dystrophy","Drug: Ataluren","Number of Participants With Treatment-Emergent Adverse Events (AEs)|Number of Participants With Clinically Significant Abnormal Laboratory Parameters|Change From Baseline in 6-Minute Walk Distance (6MWD) at Week 60|Change From Baseline in Mean Activity Period/Day/Visit at Week 60, as Assessed by Step Activity Monitoring (SAM)|Change From Baseline in Mean Total Step Count/Day/Visit During the Active Periods at Week 60, as Assessed by SAM|Change From Baseline in Mean Total Step Count/Hour During the Active Period at Week 60, as Assessed by SAM|Change From Baseline in Maximum Continuous 10-minute, 20-minute, 30-minute, and 60-minute Total Step Count at Week 60, as Assessed by SAM|Change From Baseline in Percentage of Time During Active Period Spent at No Activity (0 Steps/Minute[Min]), Low Activity (Less Than or Equal to [≤]15 Steps/Min), Medium Activity (16-30 Steps/Min), and High Activity (Greater Than[>]30 Steps/Min) at Week 60|Change From Baseline in Time to Stand From Supine Position at Week 60|Change From Baseline in Time to Walk/Run 10 Meters at Week 60|Change From Baseline in Time to Climb 4 Stairs at Week 60|Change From Baseline in Time to Descend 4 Stairs at Week 60|Change From Baseline in Heart Rate Before, During, and After Each 6MWD Test at Week 60, as Assessed by Heart Rate Monitoring With the Polar® RS400|Change From Baseline in Number of Digits Recalled Forwards and Backwards on Digit Span Task at Week 60|Change From Baseline in Participant- Reported Health-Related Quality of Life (HRQL) as Measured by the Pediatric Quality of Life Inventory (PedsQL) Physical, Emotional, Social, and School Functioning Domain Scores at Week 60|Change From Baseline in Parent/Caregiver- Reported HRQL as Measured by the PedsQL Physical, Emotional, Social, and School Functioning Domain Scores at Week 60|Change From Baseline in Participant-Reported HRQL as Measured by the Total Fatigue Scale Score at Week 60|Change From Baseline in Parent/Caregiver-Reported HRQL as Measured by the Total Fatigue Scale Score at Week 60|Change From Baseline in Participant and Parent/Caregiver Reported Activities of Daily Living of Participants Who Were Unable to Complete the 6MWT (Nonambulatory Participants), as Measured by the Egen Klassifikation (EK) Scale at Week 60|Change From Baseline in Parent/Caregiver-Reported Treatment Satisfaction Questionnaire for Medication (TSQM) Score at Week 60|Change From Baseline in Serum Concentration of Creatine Kinase (CK) at Week 60|Study Drug Compliance|Trough Ataluren Plasma Concentration","PTC Therapeutics|Genzyme, a Sanofi Company","Male","5 Years and older   (Child, Adult, Older Adult)","Phase 2","173","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-007e-DMD","January 31, 2009","May 24, 2010","May 24, 2010","February 19, 2009","July 15, 2020","July 15, 2020","University of California - Davis, Sacramento, California, United States|Department of Rehabilitation, The Children's Hospital, Aurora, Colorado, United States|Child Neurology Center of NW Florida, Gulf Breeze, Florida, United States|University of Iowa Children's Hospital, Division of Child Neurology, Iowa City, Iowa, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Children's Hospital of Boston, Boston, Massachusetts, United States|University of Minnesota, Minneapolis, Minnesota, United States|Washington University Medical School, Saint Louis, Missouri, United States|Columbia University, New York, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Shriners Hospital for Children-Portland, Portland, Oregon, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Southwestern University, Dallas, Texas, United States|University of Utah, Salt Lake City, Utah, United States|The Royal Children's Hospital, Parkville, Victoria, Australia|The Children's Hospital at Westmead, Westmead, Australia|UZ Leuven, Leuven, Belgium|Alberta Children's Hospital, London, Ontario, Canada|Children's Hospital of Western Ontario, London, Ontario, Canada|British Colombia Children's Hopsital, Vancouver, Canada|Hopital d'Enfants CHU Timone, Marseille cedex 20, France|Laboratoire d'Exploration Fonctionnelles, Nantes cedex 1, France|Groupe Hospitalier Pitie-Salpetriere, Institut de Myologie, Paris, France|University of Essen - Clinic for Children, Essen, Germany|University Hospital, Freiburg, Germany|Hadassah University Hopspital, Jerusalem, Israel|Ospedale Maggiore Policlinico, Mangiagalli e Regina Elena, Milano, Italy|Ospedale Pediatrico Bambino Gesu, Roma, Italy|U.O. Complessa di Neuropsichiatria Infantile-Policlinico A. Gemelli-Universita Cattolica, Roma, Italy|Hospital Sant Joan de Deu, Barcelona, Spain|Hospital Universitario La Fe, Valencia, Spain|Queen Silvia Children's Hospital, Goteborg, Sweden|Astrid Lindgren Pediatric Hospital, Stockholm, Sweden|UCL Instititute of Child Health, Dubowitz, London, United Kingdom|University of Newcastle, Newcastle Upon Tyne, United Kingdom|Robert Jones & Agnes Hunt Orthopaedic Hospital, Oswestry, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00847379"
