"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
182,"NCT04725812","Complement Regulation to Undo Systemic Harm in Preeclampsia","CRUSH","Recruiting","No Results Available","Preeclampsia|Severe Preeclampsia|Eculizumab|HELLP|HELLP Syndrome|HELLP Syndrome Second Trimester|Pregnancy Related|AHUS|PNH|Complement Regulatory Factor Defect|Complement Abnormality|HELLP Syndrome Third Trimester","Drug: Eculizumab","Latency (in days) from enrollment to delivery|Composite adverse maternal outcomes|Composite adverse neonatal outcomes|Changes in blood and urine concentrations of terminal complement protein C5a before and after each treatment.|Changes in blood and urine concentrations of terminal complement protein C5b-9 before and after each treatment.|Changes in blood and urine concentrations of complement protein CD59 before and after each treatment.|Aspartate and alanine transaminase concentration before and after each treatment.|Hemoglobin concentration before and after each treatment.|Platelet count before and after each treatment.|Lactate dehydrogenase concentration before and after each treatment.|Serum creatinine before and after each treatment.|Urine protein concentration before and after each treatment.|Ratio of urine protein to urine creatinine before and after each treatment.|Serum concentration of soluble fms-like tyrosine kinase 1 (sFlt-1) before and after each treatment.|Serum concentration of placental growth factor (PlGF) before and after each treatment.|Serum ratio of soluble fms-like tyrosine kinase 1 (sFlt-1) concentration to placental growth factor (PlGF) concentration (sFlt-1/PlGF) before and after each treatment.|Serious adverse events","Cedars-Sinai Medical Center|Alexion Pharmaceuticals","Female","13 Years and older   (Child, Adult, Older Adult)","Phase 2","12","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STUDY00000039","September 13, 2021","September 13, 2023","March 13, 2024","January 27, 2021",,"September 16, 2021","Cedars-Sinai Medical Center, Los Angeles, California, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/12/NCT04725812/Prot_SAP_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/12/NCT04725812/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04725812"
183,"NCT04304144","A Study to Evaluate the Safety and Tolerability of CAEL-101 in Patients With AL Amyloidosis",,"Active, not recruiting","No Results Available","AL Amyloidosis","Drug: CAEL-101|Drug: SoC: cyclophosphamide, bortezomib, and Dexamethasone (CyBorD)|Drug: Daratumumab","Dose Toxicity","Caelum Biosciences, Inc.|Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","25","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CAEL101-203","March 18, 2020","January 23, 2023","January 23, 2023","March 11, 2020",,"January 31, 2022","Clinical Trial Site, Palo Alto, California, United States|Clinical Trial Site, Detroit, Michigan, United States|Clinical Trial Site, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04304144"
184,"NCT03766347","Pediatric NMOSD Observational Study",,"Recruiting","No Results Available","Neuromyelitis Optica|NMO Spectrum Disorder",,"Time to relapse","Mayo Clinic|Alexion Pharmaceuticals","All","2 Years to 17 Years   (Child)",,"100","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","17-005618","February 1, 2018","February 1, 2022","February 1, 2023","December 6, 2018",,"March 9, 2021","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03766347"
185,"NCT03723512","Non-contrast Enhanced MRI in Patients With C3 Glomerulopathy (C3G) or Immune-complex Membranoproliferative Glomerulonephritis (IC-MPGN) Enrolled in the ACH471-205 Study",,"Completed","No Results Available","C3 Glomerulonephritis|C3 Glomerulopathy|Immune Complex Membranoproliferative Glomerulonephritis|IC-MPGN|Dense Deposit Disease","Device: Non contrast-enhanced magnetic resonance imaging","Median diffusivity (D) in the kidney, renal cortex and medulla.|Renal artery blood flow and renal plasma flow.|Change in median diffusivity in the kidney, renal cortex and medulla after 12-month treatment with ACH-0144471.|Change in renal artery blood flow and renal plasma flow after 12-month treatment with ACH-0144471.","Mario Negri Institute for Pharmacological Research|Alexion Pharmaceuticals","All","17 Years to 65 Years   (Child, Adult, Older Adult)","Not Applicable","7","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","Subproject MRI ACH471-205","December 6, 2018","February 17, 2021","February 17, 2021","October 29, 2018",,"November 26, 2021","Centro di Ricerche Cliniche per le Malattie Rare Aldo e Cele Daccò, Ranica, BG, Italy",,"https://ClinicalTrials.gov/show/NCT03723512"
186,"NCT03580941","Usefulness of a Diagnostic Algorithm to Diagnose Thrombotic Microangiopathies in Pregnancy",,"Active, not recruiting","No Results Available","Hemolytic-Uremic Syndrome",,"Incidence of TMAs|Need for additional interventions|Death|Length of stay in the ICU","Fundación Grupo de Investigación en Cuidados Intensivos y Obstetricia|Alexion Pharmaceuticals","Female","14 Years to 49 Years   (Child, Adult)",,"75","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","LS30885-2","April 15, 2018","August 30, 2020","November 30, 2020","July 10, 2018",,"June 2, 2020","Gestion Salud, Cartagena, Bolivar, Colombia",,"https://ClinicalTrials.gov/show/NCT03580941"
187,"NCT03574506","Eculizumab Use in the Postpartum Period for the Treatment of Pregnancy Associated aHUS: A Case Series",,"Active, not recruiting","No Results Available","Atypical Hemolytic Uremic Syndrome|Pregnancy",,"Maternal mortality|ICU length of stay|Dosing and number of doses received","Fundación Grupo de Investigación en Cuidados Intensivos y Obstetricia|Alexion Pharmaceuticals","Female","14 Years to 49 Years   (Child, Adult)",,"50","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","LS30885-1","April 15, 2018","August 30, 2020","November 30, 2020","July 2, 2018",,"June 2, 2020","Gestion Salud, Cartagena, Bolivar, Colombia",,"https://ClinicalTrials.gov/show/NCT03574506"
188,"NCT03418389","Evaluate and Monitor Physical Performance of Adults Treated With Asfotase Alfa for Hypophosphatasia","EmPATHY","Enrolling by invitation","No Results Available","Hypophosphatasia",,"Physical Performance|Body composition|Health related quality of life|Bone Mineral Density|Skeletal pathology|Laboratory evaluation|Safety assessment","Dr. Lothar Seefried|Alexion Pharmaceuticals|Wuerzburg University Hospital","All","18 Years and older   (Adult, Older Adult)",,"25","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Other","KLH-01-2018","September 5, 2018","December 2021","May 2022","February 1, 2018",,"October 8, 2020","Clinical Trial Unit, Orthopedic Department, Wuerzburg University, Würzburg, Germany",,"https://ClinicalTrials.gov/show/NCT03418389"
189,"NCT03329365","Paroxysmal Nocturnal Hemoglobinuria in ESUS & ETUS",,"Unknown status","No Results Available","Paroxysmal Nocturnal Hemoglobinuria|Embolic Stroke of Undetermined Source|Transient Ischemic Attack|Cerebral Vein Thrombosis",,"Frequency of PNH in ESUS/ETUS/SSS-CVTUS|Frequency of PNH in ESUS/ETUS|Frequency of PNH in SSS-CVT","Lawson Health Research Institute|Alexion Pharmaceuticals","All","18 Years to 50 Years   (Adult)",,"200","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","HSREB109061","November 1, 2018","March 29, 2020","March 29, 2020","November 6, 2017",,"March 2, 2020","London Health Sciences Centre, London, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03329365"
190,"NCT02512562","A Study to Evaluate the Effect of ACH-3102 and Simeprevir on AL-335 Pharmacokinetics in Healthy Volunteers",,"Completed","No Results Available","Chronic Hepatitis C","Drug: AL-335|Drug: ACH-3102|Drug: Simeprevir","Multiple dose PK Profile, Cmax and AUC: effect of ACH-3102 on AL-335 and metabolites|Multiple dose PK Profile, Cmax and AUC: effect of Simeprevir on AL-335 and metabolites|Multiple dose PK Profile, Cmax and AUC: effect of ACH-3102 and Simeprevir on AL-335 and metabolites|Safety Data: Composite number and frequency of treatment emergent adverse events, physical examination findings, abnormal vital signs, 12 lead ECG and abnormal clinical laboratory results|Steady-state PK Profile from Clast, t1/2, Tmax, Tlast, CL/F, Vz/F, λz: effect of AL-335 and ACH-3102 on Simeprevir|Steady-state PK Profile from Clast, t1/2, Tmax, Tlast, CL/F, Vz/F, λz: effect of AL-335 and Simeprevir on ACH-3102","Alios Biopharma Inc.|Alexion Pharmaceuticals","All","18 Years to 60 Years   (Adult)","Phase 1","32","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AL-335-602","July 31, 2015","August 31, 2015","August 31, 2015","July 31, 2015",,"October 16, 2019","Biotrial, Rennes, France",,"https://ClinicalTrials.gov/show/NCT02512562"
191,"NCT02372513","National Lysosomal Acid Lipase Deficiency Study","LAL-D","Completed","No Results Available","Cholesteryl Ester Storage Disease",,"Frequency of Cholesteryl Ester Storage Disease in children who have unexplained transaminase elevation for more than 3 months and/or organomegaly and/or hepatosteatosis unrelated to obesity and/or cryptogenic fibrosis and cirrhosis|Identify demographic and clinical features of Cholesteryl Ester Storage Disease","Ankara University|Alexion Pharmaceuticals","All","3 Months to 18 Years   (Child, Adult)",,"810","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","LALD-TR","January 2015","January 31, 2017","March 1, 2017","February 26, 2015",,"November 13, 2017","Ankara University School of Medicine, Ankara, Turkey",,"https://ClinicalTrials.gov/show/NCT02372513"
192,"NCT02013037","The De-novo Use of Eculizumab in Presensitized Patients Receiving Cardiac Transplantation","DUET","Completed","Has Results","Antibody-mediated Rejection|Hyperacute Rejection of Cardiac Transplant|Left Ventricular Dysfunction|Cardiac Allograft Vasculopathy|Heart Graft Dysfunction","Drug: Eculizumab","Number of Participants of Pathologic Antibody-Mediated Rejection and Left Ventricular Dysfunction|Patient Survival at 12 Months Post Heart Transplantation|Number of Participants With Hemodynamic Compromise at 6 Months Post Transplant|Number of Participants With Hemodynamic Compromise at 1 Year Post Transplant|Number of Participants With Antibody Mediated Rejection (AMR)|Number of Participants With of Acute Cellular Rejection (ACR)|Development of Cardiac Allograft Vasculopathy (CAV) by Intravascular Ultrasound (IVUS)|Number of Participants With Evolution of DSA: Donor Specific Antibody Post Transplantation","Cedars-Sinai Medical Center|Alexion Pharmaceuticals","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 3","36","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CSR 205237|Pro00028970","November 2012","December 30, 2019","April 30, 2020","December 17, 2013","May 3, 2021","May 3, 2021","Cedars Sinai Medical Center, Heart Institute, Los Angeles, California, United States","""Study Protocol and Statistical Analysis Plan: Study Protocol including Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/37/NCT02013037/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02013037"
193,"NCT01895127","Efficacy and Safety of Eculizumab for Treatment of Antibody-mediated Rejection Following Renal Transplantation",,"Terminated","Has Results","Antibody-mediated Rejection|Humoral Rejection","Drug: Eculizumab|Biological: Immunoglobulin|Procedure: Plasmapheresis","Percent Change in Estimated Glomerular Filtration (eGFR) Rate","Brigham and Women's Hospital|Alexion Pharmaceuticals","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","11","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2013P001292","November 2013","April 2016","April 2016","July 10, 2013","September 21, 2017","September 21, 2017","UCSF Medical Center, San Francisco, California, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|University of Michigan Medical Center, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT01895127"
194,"NCT01716728","Identification of Undiagnosed Lysosomal Acid Lipase Deficiency",,"Unknown status","No Results Available","Lysosomal Acid Lipase Deficiency|Cholesterol Ester Storage Disease","Other: enzyme analysis","number of patients with previously undiagnosed GD identified Time Frame: up to 2 years Description: Safety Issue?: No number of patients with previously undiagnosed LALD identified","Massachusetts General Hospital|Alexion Pharmaceuticals","All","Child, Adult, Older Adult","Not Applicable","60","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2012P000418","August 2012","August 2014",,"October 30, 2012",,"August 13, 2013","Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01716728"
